species,wing_length,secondary,mass
Eopsaltria georgiana,77.6,60.3,19.1
Eopsaltria griseogularis,86.9,66.3,19.4
Eopsaltria pulverulenta,80.5,64,19.2
Eugerygone rubra,57.2,46.1,8.4
Heteromyias albispecularis,92.9,73.3,36.3
Heteromyias cinereifrons,105,81.1,36.3
Melanodryas cucullata,89.5,66.5,21.1
Melanodryas vittata,86,66.6,26.6
Microeca fascinans,84.3,59.2,14.5
Microeca flavigaster,74.9,54.2,12.1
Microeca flavovirescens,78,59.6,15
Microeca griseoceps,69.1,55.4,10.6
Microeca hemixantha,73.5,56.4,13.7
Microeca papuana,73.8,55.6,14.4
Monachella muelleriana,94,66.6,24.5
Pachycephalopsis hattamensis,97.2,78,34.6
Pachycephalopsis poliosoma,99.3,82.2,38
Peneothello bimaculata,81.4,65.5,23.8
Peneothello cryptoleuca,82.7,68.9,18.9
Peneothello cyanus,85.6,69.2,25
Peneothello sigillata,93.5,77.2,22.8
Petroica archboldi,93,74.6,12.2
Petroica australis,93,73.6,31.3
Petroica bivittata,74,58.5,9
Petroica boodang,73.8,54.9,12.5
Petroica goodenovii,61,46,8.9
Petroica longipes,92,72.9,31.3
Petroica macrocephala,74.2,57.1,11.8
Petroica multicolor,68.8,53.1,11.4
Petroica phoenicea,77.6,56.5,13
Petroica pusilla,64,53.1,11.4
Petroica rodinogaster,66.3,52.1,10.2
Petroica rosea,64.5,48.1,8.2
Petroica traversi,79.1,59.5,23.5
Poecilodryas albonotata,105.2,77,38.6
Poecilodryas brachyura,83.2,66.7,25.1
Poecilodryas cerviniventris,83.7,67.8,19.8
Poecilodryas hypoleuca,80.4,65.9,18
Poecilodryas placens,86.5,67,25.5
Poecilodryas superciliosa,77.8,57.2,19.8
Tregellasia capito,73.4,57.5,13.9
Tregellasia leucops,74.4,58.2,15.6
Peucedramus taeniatus,71,50.7,11
Microligea palustris,60,52.3,13.2
Phaenicophilus palmarum,87,73.1,30.5
Phaenicophilus poliocephalus,82.2,67.5,31
Xenoligea montana,64.2,55.5,12.5
Neodrepanis coruscans,46.6,37.1,6.5
Neodrepanis hypoxantha,47.5,37.5,7.1
Philepitta castanea,77.5,63.8,35.4
Philepitta schlegeli,73.8,56,27.9
Phylloscopus affinis,59.8,50.9,7
Phylloscopus amoenus,58.5,48.4,10.5
Phylloscopus armandii,61.2,49.6,9.4
Phylloscopus bonelli,63.5,48.9,8.7
Phylloscopus borealis,66.2,48.9,10.9
Phylloscopus borealoides,62.2,47.2,9.8
Phylloscopus budongoensis,51.6,45.6,8.2
Phylloscopus burkii,52.2,45.2,7.3
Phylloscopus calciatilis,53.8,43.7,6
Phylloscopus canariensis,51.8,44.9,7.3
Phylloscopus cantator,53.8,43.7,6
Phylloscopus castaniceps,48.8,39.3,5.3
Phylloscopus cebuensis,51.5,43.5,9
Phylloscopus chloronotus,50.5,41.9,4.9
Phylloscopus claudiae,59.9,47.8,7.6
Phylloscopus collybita,58.8,47.7,8.3
Phylloscopus coronatus,61.3,47.5,10.1
Phylloscopus emeiensis,56.5,46.6,10.5
Phylloscopus examinandus,66.2,48.9,10.9
Phylloscopus forresti,53.2,44,5.4
Phylloscopus fuligiventer,54.9,48.4,8.8
Phylloscopus fuscatus,62.3,51.1,8.7
Phylloscopus goodsoni,58.4,47.5,7.6
Phylloscopus grammiceps,50.3,43.9,5
Phylloscopus griseolus,63.6,53.1,7.6
Phylloscopus hainanus,51.5,44.8,9.5
Phylloscopus herberti,51.2,44.7,8.9
Phylloscopus humei,54.6,40.5,6
Phylloscopus ibericus,58.8,46.6,8.3
Phylloscopus ijimae,63,47.9,8.7
Phylloscopus inornatus,58.4,48.2,6.6
Phylloscopus intensior,52,43.2,6.4
Phylloscopus intermedius,57.3,47.2,6.9
Phylloscopus kansuensis,53.5,43.1,6.6
Phylloscopus laetus,55.4,49.4,9.5
Phylloscopus laurae,57.8,48.5,8.5
Phylloscopus maculipennis,46.8,38.4,5.1
Phylloscopus maforensis,58,48.8,10.8
Phylloscopus magnirostris,67.2,54,11.6
Phylloscopus makirensis,48.9,43.5,10.8
Phylloscopus misoriensis,58,48.8,10.8
Phylloscopus montis,49.4,39.3,6.4
Phylloscopus neglectus,48.6,42,5.3
Phylloscopus nitidus,62.5,47.2,7.8
Phylloscopus occipitalis,63.4,50.7,9
Phylloscopus occisinensis,59.8,50.9,7
Phylloscopus ogilviegranti,52,43.6,6.4
Phylloscopus olivaceus,58.9,51.2,9.7
Phylloscopus omeiensis,56.7,46.8,7.3
Phylloscopus orientalis,66.7,51.7,8.5
Phylloscopus plumbeitarsus,58.4,46.5,8.6
Phylloscopus poliocephalus,58,48.8,10.8
Phylloscopus poliogenys,50,39.8,6.3
Phylloscopus presbytes,56.5,49.8,9.5
Phylloscopus proregulus,51.2,41.8,6
Phylloscopus pulcher,58.8,50.8,6.8
Phylloscopus reguloides,56.6,47.1,7.6
Phylloscopus ricketti,55.7,45.4,6.3
Phylloscopus rotiensis,56.5,49.8,9.5
Phylloscopus ruficapilla,52.4,44.9,7.7
Phylloscopus sarasinorum,56.4,50,10
Phylloscopus schwarzi,63.2,50.5,11.4
Phylloscopus sibilatrix,75.8,52.3,9.2
Phylloscopus sindianus,53.4,43.7,7.5
Phylloscopus soror,55.6,45.5,7.3
Phylloscopus subaffinis,50.9,44.2,6.2
Phylloscopus subviridis,54.1,44.5,5.5
Phylloscopus tenellipes,59.9,46.1,11.8
Phylloscopus tephrocephalus,54.6,46.6,7.3
Phylloscopus trivirgatus,56.5,47.8,9
Phylloscopus trochiloides,61.3,49,8.1
Phylloscopus trochilus,65.9,48.8,8.7
Phylloscopus tytleri,58.1,47,7.2
Phylloscopus umbrovirens,56.2,50.3,8.6
Phylloscopus valentini,54.8,45.9,7.3
Phylloscopus whistleri,56.2,48.1,7.3
Phylloscopus xanthodryas,66.2,48.9,10.9
Phylloscopus xanthoschistos,52.9,44.6,6.9
Phylloscopus yunnanensis,52.2,41.8,6
Picathartes gymnocephalus,162.2,152.3,196
Picathartes oreas,152,148.7,220
Antilophia bokermanni,75.4,68.1,19.8
Antilophia galeata,77.2,67.8,21.5
Ceratopipra chloromeros,60.6,49.4,16.5
Ceratopipra cornuta,65.1,56.1,25.3
Ceratopipra erythrocephala,59,45.8,13.4
Ceratopipra mentalis,58.5,49.2,15
Ceratopipra rubrocapilla,61.2,47,12
Chiroxiphia boliviana,68,56.4,17.1
Chiroxiphia caudata,75.9,63,25.6
Chiroxiphia lanceolata,70.2,62.4,18.5
Chiroxiphia linearis,68.9,63.1,17.4
Chiroxiphia pareola,69.4,59.1,16.8
Chloropipo flavicapilla,76.3,63.5,17.8
Chloropipo unicolor,72.2,58.2,15.5
Corapipo altera,57.8,47.3,11.7
Corapipo gutturalis,56.4,44.9,8.2
Corapipo leucorrhoa,58,47.3,11.7
Cryptopipo holochlora,71,56.8,14.9
Heterocercus aurantiivertex,81,61.8,21.5
Heterocercus flavivertex,82.4,66.1,21.3
Heterocercus linteatus,85.5,67.7,21.2
Ilicura militaris,61.2,46.9,12.7
Lepidothrix coeruleocapilla,53.3,43.2,9.7
Lepidothrix coronata,56.8,47,8.3
Lepidothrix iris,51.7,41.6,8
Lepidothrix isidorei,51,41,7.8
Lepidothrix nattereri,49.7,40.3,8.4
Lepidothrix serena,52.8,41.5,11.4
Lepidothrix suavissima,56.4,44.9,8.5
Lepidothrix vilasboasi,55.2,44.8,8.4
Machaeropterus deliciosus,61.4,48.5,12.7
Machaeropterus eckelberryi,55.6,41.4,9.3
Machaeropterus pyrocephalus,52.2,40.4,9.5
Machaeropterus regulus,52.9,40.2,9.3
Machaeropterus striolatus,50.8,41.2,9.3
Manacus aurantiacus,46.8,40.4,15.5
Manacus candei,55.7,45.6,19.8
Manacus manacus,52.2,44.5,16.7
Manacus vitellinus,54.7,47.1,18.2
Masius chrysopterus,59,54,11.5
Neopelma aurifrons,71,55.9,14
Neopelma chrysocephalum,65.2,51.9,15.5
Neopelma chrysolophum,66.2,54.8,14.2
Neopelma pallescens,72.2,63.1,18.2
Neopelma sulphureiventer,71.8,60.2,15.7
Pipra aureola,64.5,52,16.1
Pipra fasciicauda,63.7,51,15.9
Pipra filicauda,65.4,53.6,15.4
Pseudopipra pipra,62,51,11.1
Tyranneutes stolzmanni,47.2,33.3,7.2
Tyranneutes virescens,50.2,34.4,7.2
Xenopipo atronitens,70.3,57.3,15.5
Xenopipo uniformis,78,61.9,17.9
Erythropitta arquata,89.4,75.5,54
Erythropitta caeruleitorques,80,68.6,72.4
Erythropitta celebensis,96.6,80.9,72.4
Erythropitta dohertyi,94,73.9,72.4
Erythropitta erythrogaster,89.6,67.7,72.4
Erythropitta gazellae,101,78.5,72.4
Erythropitta granatina,84.8,76.5,61.5
Erythropitta kochi,110.9,91.1,116
Erythropitta macklotii,102.6,79.7,72.4
Erythropitta meeki,93.7,78.9,72.4
Erythropitta novaehibernicae,97,80.9,72.4
Erythropitta palliceps,89.6,67.7,72.4
Erythropitta rubrinucha,99,80.8,72.4
Erythropitta rufiventris,92.8,76.3,72.4
Erythropitta splendida,89.6,67.7,72.4
Erythropitta ussheri,84.4,71.2,55.3
Erythropitta venusta,83.6,77.9,61.5
Hydrornis baudii,89.4,75.6,66
Hydrornis caeruleus,145,129.1,202
Hydrornis cyaneus,109.5,90,109
Hydrornis elliotii,102,79.9,91
Hydrornis guajanus,101.5,85.6,81.5
Hydrornis gurneyi,99.4,81.5,60.5
Hydrornis irena,97,80.5,81.5
Hydrornis nipalensis,116.2,100.5,124
Hydrornis oatesi,108.6,100.9,120
Hydrornis phayrei,95.4,83.5,100
Hydrornis schneideri,104.8,87.9,109
Hydrornis schwaneri,99.2,81.3,81.5
Hydrornis soror,109.2,92.8,114
Pitta anerythra,100,94.3,86
Pitta angolensis,102.9,87.8,62.7
Pitta brachyura,104.8,81.5,55.5
Pitta concinna,98.4,83.8,56.6
Pitta elegans,98.4,83.8,56.6
Pitta iris,105.4,89,62.2
Pitta maxima,144.8,129.3,190
Pitta megarhyncha,113.4,92.4,106
Pitta moluccensis,122.1,96,76
Pitta nympha,121.4,91.8,88.3
Pitta reichenowi,117.8,93.2,62.7
Pitta sordida,103.2,85.2,64.5
Pitta steerii,114.5,96.8,94.8
Pitta superba,122.6,113.8,115
Pitta versicolor,121.5,106.5,88.9
Pitta vigorsii,98.4,83.8,56.6
Pityriasis gymnocephala,146.5,122.1,128.5
Platylophus galericulatus,136,119,77.9
Batis capensis,56.5,49.5,11.7
Batis crypta,59.7,52.1,12.2
Batis diops,62.7,55.3,12.7
Batis erlangeri,59.4,52,12.5
Batis fratrum,60,53.1,11.9
Batis ituriensis,49.5,44.6,10.7
Batis margaritae,64.9,57.5,11.7
Batis minima,48.6,44.1,10
Batis minor,57.6,49.8,12.5
Batis minulla,52.9,46.8,9.9
Batis mixta,60.3,52.4,12.2
Batis molitor,59.8,51.2,11.6
Batis occulta,49.2,43.5,9
Batis orientalis,56.8,49.8,11.1
Batis perkeo,51.3,45,6.9
Batis poensis,51.2,45.7,9.6
Batis pririt,53.8,46.4,9.3
Batis senegalensis,54.5,46.8,9.6
Batis soror,54.1,47.5,9.5
Lanioturdus torquatus,85.4,72.4,29
Platysteira albifrons,60.9,53.8,12.2
Platysteira blissetti,52.3,48.4,11
Platysteira castanea,60,54,14.1
Platysteira chalybea,51.3,46.9,11
Platysteira concreta,57.7,50.4,11.4
Platysteira cyanea,64.2,56.9,14.6
Platysteira hormophora,60,54,12.8
Platysteira jamesoni,54,49.3,11
Platysteira laticincta,66.7,59.5,13.7
Platysteira peltata,65.2,57.6,13.7
Platysteira tonsa,54.2,48.5,11.5
Amblyospiza albifrons,90.9,74.8,41.6
Anaplectes rubriceps,81.2,65.4,22.6
Brachycope anomala,59.2,52.8,25.3
Bubalornis albirostris,114.2,90.9,61.9
Bubalornis niger,115.9,92.5,76.2
Dinemellia dinemelli,117.1,94.4,63.9
Euplectes afer,55,43.1,14.3
Euplectes albonotatus,72.7,61.3,21.1
Euplectes ardens,71,57.4,19
Euplectes aureus,67.9,56.6,25
Euplectes axillaris,85.3,71,25.1
Euplectes capensis,75.6,61.4,30.5
Euplectes diadematus,58.9,47.5,13.9
Euplectes franciscanus,58.6,48,16
Euplectes gierowii,77.9,70.7,28.3
Euplectes hartlaubi,101.5,83.7,35.5
Euplectes hordeaceus,73,63.2,19.4
Euplectes jacksoni,86.6,71.9,37
Euplectes macroura,78,67.5,21.7
Euplectes nigroventris,56.5,46.4,12.5
Euplectes orix,71,53.7,23
Euplectes progne,120.4,97.4,35.1
Euplectes psammacromius,95,82,35.5
Foudia aldabrana,76.8,62.8,24.5
Foudia eminentissima,80,65.4,24.5
Foudia flavicans,66,53.6,15.3
Foudia madagascariensis,63.3,52.9,16.6
Foudia omissa,67.5,54.9,18.9
Foudia rubra,66.6,54.7,17.7
Foudia sechellarum,66.6,58,17.1
Histurgops ruficauda,118.8,94.2,69
Malimbus ballmanni,85,72.5,63
Malimbus cassini,88.7,68,35
Malimbus coronatus,84.2,70.5,32
Malimbus erythrogaster,87.3,71.7,45
Malimbus ibadanensis,90,74.8,38.8
Malimbus malimbicus,79.5,66.5,36.1
Malimbus nitens,83.9,70.4,37.8
Malimbus racheliae,77,60.8,26
Malimbus rubricollis,101.8,80.6,42.2
Malimbus scutatus,90.6,70.6,30
Pachyphantes superciliosus,67.4,55.6,21.4
Philetairus socius,72.3,61.4,27.4
Plocepasser donaldsoni,90.9,78.6,39.9
Plocepasser mahali,97.2,79.3,41.5
Plocepasser rufoscapulatus,94.2,81.2,44.6
Plocepasser superciliosus,89.4,74.1,37.1
Ploceus albinucha,79.9,63.8,27.2
Ploceus alienus,68.2,58.5,22.2
Ploceus angolensis,80,57.9,26.6
Ploceus aurantius,69.6,55.6,23
Ploceus aureonucha,79,62,26.6
Ploceus badius,72,58,22
Ploceus baglafecht,79,66,31.6
Ploceus bannermani,75.1,64,30.8
Ploceus batesi,72.5,60.2,26.6
Ploceus benghalensis,68.8,53.6,19.8
Ploceus bertrandi,79.6,65.6,39
Ploceus bicolor,83.9,70.4,34.5
Ploceus bojeri,74.2,60.5,22.4
Ploceus burnieri,70.2,62.9,18
Ploceus capensis,89.8,66.2,44
Ploceus castaneiceps,73.4,61.5,18.5
Ploceus castanops,69,58,21.4
Ploceus cucullatus,82.6,66.6,36.1
Ploceus dichrocephalus,72,60.6,18.5
Ploceus dorsomaculatus,80,61.8,26.6
Ploceus flavipes,77,61.8,46.3
Ploceus galbula,71.4,58.6,21.7
Ploceus golandi,71.4,55.6,23.5
Ploceus grandis,106.8,85.9,63.5
Ploceus heuglini,73.2,55.5,22.8
Ploceus hypoxanthus,66.9,56.2,18.6
Ploceus insignis,83.5,66.9,27.5
Ploceus intermedius,68.8,54.6,20.6
Ploceus jacksoni,71,57.9,23.4
Ploceus katangae,65.2,52.4,18.5
Ploceus luteolus,62.6,53,15.1
Ploceus manyar,67.8,53.5,17.4
Ploceus megarhynchus,77,60.5,34.3
Ploceus melanocephalus,72,58.9,23
Ploceus melanogaster,69.2,61.7,22.4
Ploceus nelicourvi,73.5,61,23.8
Ploceus nicolli,83.8,64.6,29.8
Ploceus nigerrimus,82.1,66.4,34.3
Ploceus nigricollis,74.6,63.1,27.1
Ploceus nigrimentus,87,70.5,26.6
Ploceus ocularis,73.6,62.2,25.2
Ploceus olivaceiceps,81.8,58.7,20.8
Ploceus pelzelni,62.7,54.1,12.7
Ploceus philippinus,70.2,56.9,28.2
Ploceus preussi,82,62.5,31.6
Ploceus princeps,84.8,67.6,31.2
Ploceus reichardi,68,55.5,26.6
Ploceus rubiginosus,79.8,62.9,30
Ploceus ruweti,69,58.7,17
Ploceus sakalava,78.2,64.6,23.8
Ploceus sanctithomae,77,63.5,22
Ploceus spekei,78.4,58.8,35.1
Ploceus spekeoides,69.5,54.8,26.6
Ploceus subaureus,75.8,61.7,30.4
Ploceus subpersonatus,67,58,22.5
Ploceus taeniopterus,66.8,53,17.6
Ploceus temporalis,82,59.5,35.8
Ploceus tricolor,84.2,67.3,36.8
Ploceus velatus,76.8,60.6,30.9
Ploceus vitellinus,68.2,55.4,20
Ploceus weynsi,78.2,60.1,29
Ploceus xanthops,88.4,71.8,40.6
Ploceus xanthopterus,68,56.2,22
Pseudonigrita arnaudi,65.5,56.6,20
Pseudonigrita cabanisi,65.8,56.4,20.6
Quelea cardinalis,58.1,47.4,12.7
Quelea erythrops,60.4,47.6,19.3
Quelea quelea,66.1,49.9,18.6
Sporopipes frontalis,66.2,57.9,17.3
Sporopipes squamifrons,55.8,48.9,12.3
Pnoepyga albiventer,61.5,57.5,20.9
Pnoepyga formosana,53.2,45.9,20.9
Pnoepyga immaculata,55.8,50.9,20.5
Pnoepyga mutica,61.5,57.5,20.9
Pnoepyga pusilla,50,45.3,12
Microbates cinereiventris,53,46.6,11.9
Microbates collaris,54.1,47.9,10.2
Polioptila albiloris,49,41.1,6.3
Polioptila albiventris,49,41.1,6.3
Polioptila attenboroughi,45,39.6,6
Polioptila bilineata,46.7,38.4,6.4
Polioptila caerulea,50.8,40.8,5.8
Polioptila californica,46.6,42.2,5.8
Polioptila clementsi,45,39.6,6
Polioptila dumicola,50.2,42.5,7
Polioptila facilis,44,37.8,5.9
Polioptila guianensis,45,39.6,6
Polioptila lactea,44.8,39.6,6.5
Polioptila lembeyei,40.5,35.4,5
Polioptila melanura,47.8,42.1,5.2
Polioptila nigriceps,47.4,42.2,5.6
Polioptila paraensis,43.5,35.7,5.8
Polioptila plumbea,46.6,38.4,6.4
Polioptila schistaceigula,45.1,38.7,6
Ramphocaenus melanurus,50.2,42.8,9.7
Ramphocaenus sticturus,50.2,42.8,9.7
Pomatostomus halli,80.9,71.7,41.8
Pomatostomus isidorei,111.4,99.9,70
Pomatostomus ruficeps,85.9,75.4,57.8
Pomatostomus superciliosus,78.1,71.7,41.5
Pomatostomus temporalis,107.6,91,75
Promerops cafer,93.6,75.3,34.7
Promerops gurneyi,88.8,69.3,34.9
Prunella atrogularis,73.6,54.5,18.5
Prunella collaris,100,72.3,38.6
Prunella fagani,68.6,57.7,22.5
Prunella fulvescens,75.1,60.1,18.9
Prunella himalayana,90.6,63.2,25.7
Prunella immaculata,79.1,62.5,20.7
Prunella koslowi,70.8,55.2,17.5
Prunella modularis,69.1,54.5,20.2
Prunella montanella,72.1,54.1,17
Prunella ocularis,73.4,58.6,22.5
Prunella rubeculoides,76.8,63.9,23.9
Prunella rubida,69.6,54.1,16.7
Prunella strophiata,63.1,52.2,18.1
Androphobus viridis,63.7,58.9,30.5
Psophodes cristatus,80,72.6,40.7
Psophodes nigrogularis,80.5,68.1,44.5
Psophodes occidentalis,79.6,68.3,39.6
Psophodes olivaceus,94.9,85.4,62.4
Phainopepla nitens,92.6,81.9,22.1
Phainoptila melanoxantha,99.5,84.4,56
Ptiliogonys caudatus,96.4,75.6,36.2
Ptiliogonys cinereus,92.6,70.5,33.6
Ailuroedus arfakianus,160.2,127.4,176.9
Ailuroedus astigmaticus,160.2,127.4,176.9
Ailuroedus buccoides,129.6,104,138
Ailuroedus crassirostris,155.8,132.6,205.3
Ailuroedus geislerorum,129.6,104,138
Ailuroedus jobiensis,160.2,127.4,176.9
Ailuroedus maculosus,155.8,132.6,205.3
Ailuroedus melanocephalus,155.8,132.6,205.3
Ailuroedus melanotis,160.2,127.4,176.9
Ailuroedus stonii,129.6,104,138
Amblyornis flavifrons,132,104.3,120
Amblyornis inornata,128.5,105.2,124
Amblyornis macgregoriae,131.6,104.7,117.5
Amblyornis newtoniana,117.8,98.4,78.3
Amblyornis subalaris,120.2,100.8,108.9
Archboldia papuensis,162,133.2,177.6
Chlamydera cerviniventris,143.7,117.8,156.4
Chlamydera guttata,141.6,112.6,136
Chlamydera lauterbachi,127.2,110.1,123.2
Chlamydera maculata,145.5,121.9,140
Chlamydera nuchalis,172.8,146.4,200.4
Ptilonorhynchus violaceus,164.9,133.5,218.9
Scenopoeetes dentirostris,145,117,163.4
Sericulus ardens,134.2,112.2,130
Sericulus aureus,137.6,116.2,172
Sericulus bakeri,135.5,117.5,176.5
Sericulus chrysocephalus,130.7,108,99.5
Alophoixus affinis,107.1,88.9,40.5
Alophoixus aureus,116.2,94.8,40.5
Alophoixus bres,100,84.3,35.3
Alophoixus chloris,116.2,94.8,40.5
Alophoixus finschii,84.8,68.6,24.2
Alophoixus flaveolus,100.8,84,48.3
Alophoixus frater,104.6,84.3,44.8
Alophoixus longirostris,116.2,94.8,40.5
Alophoixus lucasi,116.2,94.8,40.5
Alophoixus mystacalis,106,87.9,40.5
Alophoixus ochraceus,101.1,82.9,41.5
Alophoixus pallidus,100.5,87,46
Alophoixus phaeocephalus,94.4,82.4,32
Alophoixus platenae,116.2,94.8,40.5
Alophoixus ruficrissus,101.1,82.9,41.5
Alophoixus tephrogenys,104.6,84.3,35.3
Andropadus importunus,88.9,78.3,27.4
Arizelocichla chlorigula,90.2,76.7,34.5
Arizelocichla fusciceps,89.2,76.2,34.5
Arizelocichla masukuensis,79.8,65.6,26.8
Arizelocichla milanjensis,93.7,78.8,37.4
Arizelocichla montana,82.8,74.4,32.6
Arizelocichla neumanni,99.2,83.2,34.5
Arizelocichla nigriceps,89.2,76.8,34.5
Arizelocichla tephrolaema,82.4,69.9,38.3
Atimastillas flavicollis,105.4,89,48.7
Baeopogon clamans,97.8,81,45.8
Baeopogon indicator,98.2,81.9,45.8
Bleda canicapillus,98.4,85.3,41.3
Bleda eximius,103.2,87.8,35.7
Bleda notatus,90.2,77.1,35.7
Bleda syndactylus,105.4,89.7,46.1
Brachypodius eutilotus,91.5,73.4,35.3
Brachypodius fuscoflavescens,76.5,64.4,25.5
Brachypodius melanocephalos,78.6,63.6,25.5
Brachypodius melanoleucos,83.2,67.3,31
Brachypodius priocephalus,74.4,64.2,25.5
Brachypodius urostictus,79,66.4,24.8
Calyptocichla serinus,89.6,73.8,38.7
Chlorocichla falkensteini,92.4,80.5,31.7
Chlorocichla flaviventris,101.3,88.4,39.4
Chlorocichla laetissima,105,90,50.2
Chlorocichla prigoginei,96,85.8,45.3
Chlorocichla simplex,100.6,87.7,46.4
Criniger barbatus,103.3,88.2,42.6
Criniger calurus,87.6,77.2,37.7
Criniger chloronotus,99.8,86.1,45
Criniger ndussumensis,86.6,74.6,23
Criniger olivaceus,85.6,75.1,28.1
Eurillas ansorgei,71.8,60.7,18.7
Eurillas curvirostris,76.2,66.6,24.9
Eurillas gracilis,72,62.7,21.6
Eurillas latirostris,79.3,66.3,26.2
Eurillas virens,74.4,65.9,26.6
Hemixos castanonotus,97.4,78.2,35.3
Hemixos cinereus,97.2,80.5,32.5
Hemixos flavala,95.3,76.6,32.5
Hypsipetes amaurotis,128.3,99.4,70.9
Hypsipetes borbonicus,113.2,88.3,55.3
Hypsipetes crassirostris,135,104.7,79.5
Hypsipetes everetti,111.6,93.2,58.3
Hypsipetes ganeesa,116.2,89.2,51.8
Hypsipetes guimarasensis,93.9,81.8,38.6
Hypsipetes leucocephalus,117.8,88.7,51.8
Hypsipetes madagascariensis,107.9,83.1,46
Hypsipetes mindorensis,93.9,81.8,42.8
Hypsipetes moheliensis,105.3,84.5,59.4
Hypsipetes nicobariensis,97.4,79.2,36
Hypsipetes olivaceus,131.1,103.9,75
Hypsipetes parvirostris,105.3,84.5,59.4
Hypsipetes philippinus,93.9,81.8,38.6
Hypsipetes rufigularis,114.3,98.6,58.7
Hypsipetes siquijorensis,119.5,96.7,38.6
Hypsipetes thompsoni,90.2,73.2,41.8
Iole cacharensis,84.6,70.9,25.9
Iole charlottae,87.6,72,24
Iole crypta,86,72,24
Iole indica,88.2,73.9,30.6
Iole palawanensis,83.9,70.6,26.8
Iole propinqua,84.6,70.9,25.9
Iole viridescens,87,70.9,25.9
Ixonotus guttatus,87.2,69.9,35.2
Ixos malaccensis,104,83.9,37.3
Ixos mcclellandii,106,86.8,32.5
Ixos virescens,88.3,74.1,32.5
Neolestes torquatus,69.2,60,22.5
Nok hualon,90,76.5,37
Phyllastrephus albigula,64.2,55.4,14.3
Phyllastrephus albigularis,76.8,68.6,24.5
Phyllastrephus baumanni,77.4,69.7,27.5
Phyllastrephus cabanisi,83,72.9,34.4
Phyllastrephus cerviniventris,83,72.2,27
Phyllastrephus debilis,64.6,56.2,14.3
Phyllastrephus fischeri,82.2,70.5,27
Phyllastrephus flavostriatus,87.3,75,28.3
Phyllastrephus fulviventris,89,79.2,33.3
Phyllastrephus hypochloris,77,70.2,23.1
Phyllastrephus icterinus,72.8,66.1,18.9
Phyllastrephus lorenzi,69,60.6,19
Phyllastrephus poensis,79.8,70.9,28.9
Phyllastrephus poliocephalus,99.2,86.7,53
Phyllastrephus scandens,106.2,92.8,43.8
Phyllastrephus strepitans,79.6,72.6,27.1
Phyllastrephus terrestris,86.6,76.6,31.1
Phyllastrephus xavieri,81.6,73.3,22.6
Pycnonotus aurigaster,91.8,76.4,44.3
Pycnonotus barbatus,93.6,79.5,32.1
Pycnonotus bimaculatus,86.2,75,30
Pycnonotus blanfordi,82.6,70.9,33.4
Pycnonotus brunneus,82.2,70.7,28.8
Pycnonotus cafer,94.5,78.8,42.9
Pycnonotus capensis,92.8,78.2,38.6
Pycnonotus cinereifrons,83.1,74.2,36.7
Pycnonotus conradi,83.1,74.2,34.9
Pycnonotus finlaysoni,80,70.3,26.3
Pycnonotus flavescens,85.4,73.7,28.9
Pycnonotus goiavier,87,75.9,27.8
Pycnonotus jocosus,86.8,74.8,29.5
Pycnonotus leucogenys,93.4,79.8,35.9
Pycnonotus leucogrammicus,86.5,70.5,33.5
Pycnonotus leucotis,84.6,71.1,27.1
Pycnonotus luteolus,83.2,73.9,34.7
Pycnonotus nieuwenhuisii,84.7,63.6,25.5
Pycnonotus nigricans,92.8,77.5,30.8
Pycnonotus penicillatus,79.2,70.1,36.5
Pycnonotus plumosus,83.1,74.2,34.9
Pycnonotus pseudosimplex,74,65.3,25.1
Pycnonotus simplex,79.6,69,25.1
Pycnonotus sinensis,86.7,68.1,34.2
Pycnonotus snouckaerti,86.2,75,30
Pycnonotus striatus,104.6,79.9,52
Pycnonotus taivanus,88.1,72.9,26.1
Pycnonotus tympanistrigus,74.5,63.1,33.5
Pycnonotus xantholaemus,87.5,75.8,28.1
Pycnonotus xanthopygos,92.4,78.5,37.6
Pycnonotus xanthorrhous,90.6,75.3,26.9
Pycnonotus zeylanicus,114.4,101.7,86.3
Rubigula cyaniventris,75.6,62.8,22
Rubigula dispar,79.5,69,29.3
Rubigula erythropthalmos,74.2,63.6,19.2
Rubigula flaviventris,88.2,75,29.3
Rubigula gularis,73.8,65,29.3
Rubigula melanicterus,72,63.6,29.3
Rubigula montis,79,67.6,29.3
Rubigula squamata,73.8,60.7,22
Setornis criniger,95.6,77.8,29.5
Spizixos canifrons,95,78.1,44
Spizixos semitorques,89.8,77.7,39
Stelgidillas gracilirostris,80.9,69.3,31.2
Thescelocichla leucopleura,113,96.5,62.1
Tricholestes criniger,73.2,61.8,17.1
Corthylio calendula,58,44.9,6.2
Regulus goodfellowi,52.5,41,4.1
